COL,DEPT,CRN,CRS_NO,TITLE,SECT,TYPE_,CAMP,ENROL,INSTR_ID,INSTRUCTOR,EXAM_DATE,START_TIME,END_TIME,COURSE_TYPE,COURSE_CLASS
14,APHY,21714,1430241,Modern Physics,12,LEB,UOS,9,10039,Bassam Rashed Khader,13/05/2024,11:00AM,13:00PM,General,Year2
4,SREE,21605,406302,Engineering Materials,11,LEC,UOS,36,101343,Mohammad Ali Abdelkareem Abdelaal,13/05/2024,11:00AM,13:00PM,General,Year3
3,BUSP,21701,302376,Internet Marketing,11,LEC,UOS,26,102049,Salman  Yousaf,12/05/2024,11:00AM,13:00PM,General,Year3
11,PHCS,23573,1103121,Microbiology,78L,LAB,MDM,18,101709,Shijna Ramachandran Chamathakkriyil Kappally,05/05/2024,11:00AM,13:00PM,General,Year1
3,BUSP,21692,302363,Creative Think & Prob Solv,11,LEC,UOS,52,101637,Moyassar Zuhair Al Yas Al Taie,08/05/2024,11:00AM,13:00PM,General,Year3
2,INRE,24259,205440,Selected Topics in IR,11,LEC,UOS,73,102177,Andreas  Rechkemmer,09/05/2024,11:00AM,13:00PM,General,Year4
6,PBLW,24121,602346,Environmental Law,101,LEC,DHM,7,101457,Smain  Labadi,06/05/2024,11:00AM,13:00PM,General,Year3
6,PRLW,24529,601113,Sources of Obligations,12,OFH,UOS,2,101455,Mourad  Benseghir,08/05/2024,11:00AM,13:00PM,General,Year1
8,MASS,22189,806361,Preparation of Mult Material 1,11,LEB,UOS,20,101477,Mohammed Fathi A'Aluan Yousaf,13/05/2024,11:00AM,13:00PM,General,Year3
4,MECH,22312,408200,Dynamics for Mechanical Eng.,11,LEC,UOS,7,101120,Naser Khaled Nawayseh,14/05/2024,11:00AM,13:00PM,General,Year2
4,IEMG,22420,405202,Manufacturing Processes,1,LEB,MAM,22,101771,Mohammad Awni  Mohammad Khasawneh,13/05/2024,11:00AM,13:00PM,General,Year2
11,MDCH,22284,1101312,Med. Chem. II B,71,LEC,MDM,11,10808,Abdel Nasser A. Elshorbagi,07/05/2024,11:00AM,13:00PM,General,Year3
5,PHTH,22269,505361,PT for Musc. Condition(2),72,LEC,MDM,44,101742,Ashokan  Arumugam,09/05/2024,11:00AM,13:00PM,General,Year3
5,PHTH,22272,505361,PT for Musc. Condition(2),71L,LAB,MDM,16,102159,Mouza Jamal Nasser Rashed Lootah,09/05/2024,11:00AM,13:00PM,General,Year3
5,PHTH,22273,505361,PT for Musc. Condition(2),72L,LAB,MDM,22,102159,Mouza Jamal Nasser Rashed Lootah,09/05/2024,11:00AM,13:00PM,General,Year3
1,JURF,24014,103445,Prov. of evid. aga. isl. jur.,81,LEC,KOW,9,102154,Emad Abdel Hafiz Ali Alzyadat,12/05/2024,11:00AM,13:00PM,General,Year4
11,PHPR,21906,1104453,Law and Ethics,72,LEC,MDM,41,101749,Feras Jassim Jirjees,12/05/2024,11:00AM,13:00PM,General,Year4
11,PHPR,21891,1104452,Principle of OTC Therapy,73,LEC,MDM,61,102138,Zelal Jaber Kharaba,11/05/2024,11:00AM,13:00PM,General,Year4
5,NURS,21921,503101,Health and Safety,71E,LEC,UOS,136,102175,Muna Mohammed Salem Al-Tamimi,07/05/2024,11:00AM,13:00PM,General,Year1
11,PHCS,23512,1103240,Dosage Forms II,77L,LAB,MDM,25,101984,Mirhan Mostafa Gamal Mohamed,08/05/2024,11:00AM,13:00PM,General,Year2
3,BUSP,23839,302350,Ethics and Islamic Val. in Bus,11,LEC,UOS,37,101935,Faridahwati  Binti Mohd Shamsudin,12/05/2024,11:00AM,13:00PM,General,Year3
15,COSC,24477,1501322,Prof.So.and Ethical Issu.in CS,11,OFH,UOS,2,102061,Fatih  Kurugollu,06/05/2024,11:00AM,13:00PM,General,Year3
5,ENVH,20962,506364,Enviro.Health Mng.&Legislation,71,LEC,MDM,30,102028,Khaled Megahed Abass,06/05/2024,11:00AM,13:00PM,General,Year3
5,ENVH,20870,506262,Environmental Microbiology,71L,LAB,MDM,24,101876,Anthony Ifeanyin Okoh,07/05/2024,11:00AM,13:00PM,General,Year2
5,ENVH,20854,506262,Environmental Microbiology,71,LEC,MDM,24,101876,Anthony Ifeanyin Okoh,07/05/2024,11:00AM,13:00PM,General,Year2
2,ENGL,20665,202446,Business Translation,51,LEC,MAW,5,101905,Rania Mostafa Mohammed Ezz Alsabbagh,14/05/2024,13:30PM,15:30PM,General,Year4
15,CENG,20644,1502492,Senior Design Project II,11,PRJ,UOS,38,101864,Ala' (Mohammad Hafez) Barakat Altaweel,07/05/2024,13:30PM,15:30PM,General,Year4
1,JURF,20528,103413,Studies in Independent Thinkin,1,LEC,MAM,18,101682,Arif Mohammed Aljanahi,13/05/2024,13:30PM,15:30PM,General,Year4
2,EDUC,20023,206109,Intro. to Educ. Statistics,51Z,LEC,MAW,60,10519,Abdalla Falah EL Mneizel,13/05/2024,13:30PM,15:30PM,General,Year1
2,EDUC,20033,206213,Integ. Tech. E.Childhood Educ,51,LEC,MAW,17,101844,Ali Ahmad Ghaleb Al-Barakat,05/05/2024,13:30PM,15:30PM,General,Year2
2,ENGL,20155,202449,Practicum in TEFL Skills,51,LEC,MAW,4,10368,Ghaida Adnan Kaziha,09/05/2024,13:30PM,15:30PM,General,Year4
14,MATH,20235,1440262,Mathematics for Engineers,11,LEC,UOS,40,10739,Basim Saleem Atteli,09/05/2024,13:30PM,15:30PM,General,Year2
2,INRE,20388,205281,Globalization,11,LEC,UOS,51,102148,Mona  Salman,13/05/2024,13:30PM,15:30PM,General,Year2
11,PHPR,23714,1104368,Intro. Pharm. Placement I,71,TRA,MDM,76,101943,Khalid Awad Ayoob Al-Kubaissi,07/05/2024,13:30PM,15:30PM,General,Year3
8,MASS,23445,808215,Media & Society,11,LEC,UOS,14,102005,Wafa Khalfan Rashid Burenqain Al-Ali,06/05/2024,13:30PM,15:30PM,General,Year2
2,INRE,24229,205499,Independent Study,12,LEC,UOS,7,101702,Shaojin  Chai,06/05/2024,13:30PM,15:30PM,General,Year4
4,IEMG,23843,405438,Lean Production Systems,11,LEC,UOS,7,101832,Zehra Canan Araci,07/05/2024,13:30PM,15:30PM,General,Year4
14,BIOT,23491,1450334,Microbial Genetics,13,LEB,UOS,31,30144,Ihsan Ali Mahasneh,12/05/2024,13:30PM,15:30PM,General,Year3
14,BIOT,23491,1450334,Microbial Genetics,13,LEB,UOS,31,101166,Islam Mohamed El Ahmadi,12/05/2024,13:30PM,15:30PM,General,Year3
14,CHMS,21466,1426155,General Chemistry for HS,17L,LAB,UOS,24,P-3109,Dania Abed Alnaser Mahmoud Altaher,09/05/2024,13:30PM,15:30PM,General,Year1
2,SOCI,24038,204241,Social Psychology,101,LEC,DHM,45,101701,Ouassila  Yaiche,05/05/2024,13:30PM,15:30PM,General,Year2
5,NURS,21075,503468,Research Project,71,LEC,MDM,15,101719,Jacqueline Maria  Dias,11/05/2024,13:30PM,15:30PM,General,Year4
7,ADES,23596,703103,Design and Visual Practices,11,LES,FAM,14,101195,Ahmad Manar Mounajied Dit Laham,13/05/2024,13:30PM,15:30PM,General,Year1
5,NURS,20977,503262,Clinical Pharmacology,72,LEC,MDM,40,102013,Ahmad Yousef Mohammad Abu Helwa,13/05/2024,13:30PM,15:30PM,General,Year2
15,BUIS,23613,1503333,Information Security,11,LEC,UOS,37,101975,Mohamed Elhoseny Ibrahim Elkholy,11/05/2024,13:30PM,15:30PM,General,Year3
3,BUSP,21726,302260,Quantitative Business Analysis,11,LEC,UOS,50,101472,Mohamad Gamal Shehata Aboelmaged,13/05/2024,13:30PM,15:30PM,General,Year2
5,MLT,22019,501462,Practicum in Blood Banking,71,CLI,MDM,16,101644,Raed Omar Abu Odeh,04/05/2024,13:30PM,15:30PM,General,Year4
5,PHTH,22153,505264,Exercise Physiology,71L,LAB,MDM,26,101718,Kalyana Chakravarthy Bairapa Reddy,12/05/2024,13:30PM,15:30PM,General,Year2
9,FYME,22180,900103,Medical Education,1,LEC,MDM,20,10709,Nizam  Abdullah,12/05/2024,13:30PM,15:30PM,General,Year1
5,PHTH,22142,505263,Biomechanics & Kinesiology(2),71,LEC,MDM,46,101795,Meeyoung  Kim,11/05/2024,13:30PM,15:30PM,General,Year2
9,FYME,22169,900101,Human Biology 1,1L,LAB,MDM,128,201994,Shaista  Manzoor,13/05/2024,13:30PM,15:30PM,General,Year1
8,COMM,22208,800309,Research Methods,11,LEC,UOS,46,101693,Thouraya Mohamed Snoussi,13/05/2024,13:30PM,15:30PM,General,Year3
8,MASS,22297,806251,Intro. to Radio & Television,11,LEB,UOS,27,101782,Omar  J. Abdul Jabar,08/05/2024,13:30PM,15:30PM,General,Year2
2,HISL,22437,203100,Islamic Civilization,11A,LEC,UOS,75,10774,Nadjib  ben kheira,28/04/2024,13:30PM,15:30PM,Uni_Requirement,Year1
2,HISL,22440,203443,Mod. & Contemp.  Euro. History,11A,LEC,UOS,38,101594,Khireddine  Chatra,01/05/2024,13:30PM,15:30PM,General,Year4
4,MECH,22337,408273,Applied Fluid Mechanics,11,LEC,UOS,12,102070,Ihsanullah  Obaidullah,11/05/2024,13:30PM,15:30PM,General,Year2
3,FNEC,23827,308430,International Financial Manag.,1,LEC,MAM,8,101910,Noura Saad Abdelhamid Abdelhamid Metawa,12/05/2024,13:30PM,15:30PM,General,Year4
6,PBLW,24086,602353,Private Penal Law (1),31,LEC,KOM,13,P-3074,Hanadi Sharif Murad Mohamed Bakhsh,06/05/2024,13:30PM,15:30PM,General,Year3
2,ENGL,23476,202232,Phonetics and Phonology,11,LEC,UOS,15,102051,Sharif Mutlaq Ahmad Alghazo,13/05/2024,13:30PM,15:30PM,General,Year2
15,COSC,23828,1501343,Interactive 3D Design,12,LEB,UOS,28,10916,Naveed  Ahmed,08/05/2024,13:30PM,15:30PM,General,Year3
6,PBLW,22886,602151,General Penal Law(1),11,LEB,UOS,3,101887,Halima Khalid Nasir Saif Almidfa,07/05/2024,13:30PM,15:30PM,General,Year1
6,PRLW,24222,601232,Company Law,11,LEB,MAM,16,101839,Nazzal Mansour Ismail Kisswani,04/05/2024,13:30PM,15:30PM,General,Year2
2,SOCI,23652,204183,Popular Culture,11,LEC,UOS,90,101969,Khadija Ahmed Ibrahim Al Balushi,01/05/2024,13:30PM,15:30PM,General,Year1
6,PBLW,23982,602345,International Organizations,41,LEC,KUM,15,101828,Saleh Adnan Saleh Al Shraideh,07/05/2024,13:30PM,15:30PM,General,Year3
6,PBLW,23980,602255,Penal Law-Offenses Agst Money,41,LEC,KUM,8,101031,Mohammed Nour ELDeen Sayed Abdel Mageed Sayed,06/05/2024,13:30PM,15:30PM,General,Year2
3,BUSP,22638,302367,Entrepreneurship,52,LEC,MAW,43,10764,Syed Awais Ahmed,07/05/2024,13:30PM,15:30PM,General,Year3
5,MLT,21827,501364,Clinical Chemistry(2),72L,LAB,MDM,25,10216,Omar Mahmoud Chebbo,11/05/2024,13:30PM,15:30PM,General,Year3
15,COSC,21974,1501440,Intro.to Computer Graphics,11,LEC,UOS,46,102060,Sebti  Foufou,04/05/2024,13:30PM,15:30PM,General,Year4
5,MLT,21988,501451,Practicum in Microbiology,71,CLI,MDM,15,10913,Hilda Mahmoud Allam,12/05/2024,13:30PM,15:30PM,General,Year4
7,ADES,23610,703316,Interaction Design I,11,LES,FAM,15,101933,Madiha  Jamil,12/05/2024,13:30PM,15:30PM,General,Year3
5,MLT,21742,501262,Immunology and Serology,73L,LAB,MDM,30,101745,Dana Faraj Salahat,05/05/2024,13:30PM,15:30PM,General,Year2
5,MLT,21745,501262,Immunology and Serology,74L,LAB,MDM,27,10442,Ali Mohammed AL Bakri,05/05/2024,13:30PM,15:30PM,General,Year2
6,PBLW,24497,602151,General Penal Law(1),31,OFH,KOM,3,P-3074,Hanadi Sharif Murad Mohamed Bakhsh,07/05/2024,13:30PM,15:30PM,General,Year1
7,ADES,23565,705316,Sustainable Inter. Enviro.,11,LES,FAM,17,101520,Iman Abdelshahid Ibrahim Abdelshahid,13/05/2024,13:30PM,15:30PM,General,Year3
7,ADES,23568,705316,Sustainable Inter. Enviro.,13,LES,FAM,17,101520,Iman Abdelshahid Ibrahim Abdelshahid,13/05/2024,13:30PM,15:30PM,General,Year3
14,APHY,20770,1430332,Electricity & Magnetism 2,11,LEC,UOS,10,101172,Kais  Daoudi,09/05/2024,13:30PM,15:30PM,General,Year3
14,APHY,20747,1430117,Physics 2,2,LEC,MAM,46,101236,Gehad  Sadiek,04/05/2024,13:30PM,15:30PM,General,Year1
15,BUIS,20606,1503430,Big Data&Business Intelligence,11,LEC,UOS,29,101474,Saadat Mehmood  Alhashmi,05/05/2024,16:00PM,18:00PM,General,Year4
2,ENGL,20635,202112,English for Academic Purposes,23Z,LEC,UOS,59,10658,Mutwakil Ibrahim Manzol,02/05/2024,16:00PM,18:00PM,Uni_Requirement,Year1
2,ENGL,20650,202112,English for Academic Purposes,22B,LEC,UOS,36,101463,Reem Abdalla Yousif  Al Hajji,02/05/2024,16:00PM,18:00PM,Uni_Requirement,Year1
15,CENG,20618,1502202,Digital Logic Design Lab.,12,LAB,UOS,16,10528,Ibrahim Mostafa Kamel,11/05/2024,16:00PM,18:00PM,General,Year2
1,FREL,20571,104132,Sciences of Hadith,51,LEC,MAW,29,10498,Kassem Ali Saad,07/05/2024,16:00PM,18:00PM,General,Year1
2,EDUC,20092,206103,Introduction to Psychology,13E,LEC,UOS,110,101785,Semiyu Adejare Aderibigbe,28/04/2024,16:00PM,18:00PM,Uni_Requirement,Year1
14,MATH,20273,1440264,Business Statistics,1,LEC,MAM,40,102073,Tahir  Abbas,06/05/2024,16:00PM,18:00PM,General,Year2
15,BUIS,20431,1503230,Database Management,51,LEB,MAW,19,P-3113,Fanar F. H. Shwedeh,07/05/2024,16:00PM,18:00PM,General,Year2
7,FNAR,23679,700116,History of Art and Design II,12,LEC,FAM,34,101608,Jay Matthew Hetrick,08/05/2024,16:00PM,18:00PM,General,Year1
7,FNAR,23698,701455,Internship in Fine Arts,11,INT,FAM,1,101752,Hans Torsten Seidel,04/05/2024,16:00PM,18:00PM,General,Year4
5,MDI,23362,502264,Patient Care & Management(2),73L,LAB,MDM,7,101189,Leena Rajan David,07/05/2024,16:00PM,18:00PM,General,Year2
7,FNAR,23678,700116,History of Art and Design II,11,LEC,FAM,70,101608,Jay Matthew Hetrick,08/05/2024,16:00PM,18:00PM,General,Year1
4,CIVL,23784,401201,Statics,12,LEC,UOS,23,10364,Salah Ahmed Al-Toubat,14/05/2024,16:00PM,18:00PM,General,Year2
7,ADES,24507,705455,Internship in Interior Design,16,INT,FAM,12,10776,Abdulsamad R. Amin,09/05/2024,16:00PM,18:00PM,General,Year4
4,MECH,24564,408340,Advanced Thermodynamics,12,OFH,UOS,1,101286,Syarif  Junaidi,12/05/2024,16:00PM,18:00PM,General,Year3
4,CIVL,24646,401202,Mechanics of Materials,13,OFH,UOS,1,101252,Moussa  Leblouba,13/05/2024,16:00PM,18:00PM,General,Year2
2,SOCI,24036,204240,Intro. to Social Work,501,LEC,DHW,18,101784,Raouf  Kaouache,06/05/2024,16:00PM,18:00PM,General,Year2
3,BUSP,23833,302200,Fund. of Innovation & Entrep.,6A,LEC,UOS,53,102087,Safeya Obaid Mohamed Rashid Almazrouei,27/04/2024,16:00PM,18:00PM,Uni_Requirement,Year2
2,HISL,24489,203102,History of the Arabian Gulf,13A,LEC,UOS,45,101971,Saif Mohammed Obaid Binabood Albedwawi,30/04/2024,16:00PM,18:00PM,Uni_Requirement,Year1
8,PUBL,24070,807223,Protocol & Etiquette,81,LEB,KOW,12,P-3081,Najat Fawzy R Alsaied,11/05/2024,16:00PM,18:00PM,General,Year2
15,COSC,23364,1501318,Programming for Bioinformatics,11,LEC,UOS,8,102146,Osman  Abul,14/05/2024,16:00PM,18:00PM,General,Year3
2,ENGL,23109,202112,English for Academic Purposes,12B,LEC,UOS,36,10665,Adnan A Al Bustanji,02/05/2024,16:00PM,18:00PM,Uni_Requirement,Year1
3,FNEC,21059,308361,Banking Operations Management,51,LEC,MAW,19,101078,Mohammed  Hersi,08/05/2024,16:00PM,18:00PM,General,Year3
2,IEP,21031,11101,Intensive English Foundation 2,52,LEC,MAW,18,30139,Mhd.Abdulhamed Hassan Molhim,14/05/2024,16:00PM,18:00PM,General,Year1
5,NURS,21054,503460,Mental Health Nursing,71,LEC,MDM,51,101669,Muhammad Arsyad Subu,06/05/2024,16:00PM,18:00PM,General,Year4
11,PHPR,21699,1102114,Human Anatomy & Physiology I,71,LEC,MDM,166,202774,Dana Mazen Zaher,04/05/2024,16:00PM,18:00PM,General,Year1
15,COSC,21717,1501100,Introduction to IT(English),52S,LEB,MAW,42,101918,Ayesha Muhammad Talha,01/05/2024,16:00PM,18:00PM,General,Year1
2,ARAB,21681,201125,Arabic Lang. and Communication,51M,LEC,MAW,42,101761,Leila  Abidi,04/05/2024,16:00PM,18:00PM,General,Year1
15,COSC,21707,1501100,Introduction to IT(English),51,LEB,MAW,40,101918,Ayesha Muhammad Talha,01/05/2024,16:00PM,18:00PM,General,Year1
3,FNEC,23788,308230,Financial Management,12,LEC,UOS,65,102034,MD  Mahfuzur Rahman,09/05/2024,16:00PM,18:00PM,General,Year2
5,HSGN,22114,500150,Biology,73,LEC,MDM,81,102040,Muhammad Saboor  Zahoor Ahmad,04/05/2024,16:00PM,18:00PM,General,Year1
4,ARCH,22005,404438,Project Management,11,LEC,UOS,34,101927,Alex  Opoku,12/05/2024,16:00PM,18:00PM,General,Year4
9,FYME,22070,900106,Human Biology 2,3,LEC,MDM,74,10953,Mohamed Ahmed Eladl,05/05/2024,16:00PM,18:00PM,General,Year1
11,PHCS,22203,1103110,Pharmaceutical Calculations,71,TUT,MDM,35,101984,Mirhan Mostafa Gamal Mohamed,09/05/2024,16:00PM,18:00PM,General,Year1
2,HISL,22236,203351,Tourism Geography,81,LEC,KOW,27,102155,Mohamed Hussein Elsayed Abdelghany Khater,08/05/2024,16:00PM,18:00PM,General,Year3
11,MDCH,22328,1101240,Biochemistry,73L,LAB,MDM,25,101273,Sachin  Chaudhary,13/05/2024,16:00PM,18:00PM,General,Year2
4,IEMG,22422,405221,Eng. Probability & Statistics,11,LEC,MAM,28,101771,Mohammad Awni  Mohammad Khasawneh,12/05/2024,16:00PM,18:00PM,General,Year2
2,HISL,22438,203200,Hist of Sciences among Muslims,11A,LEC,UOS,69,10522,Mohamed Munis Ahmed Awad,02/05/2024,16:00PM,18:00PM,Uni_Requirement,Year2
4,MECH,22462,408300,Analytical Methods in Eng.,11,LEC,UOS,8,102117,Hakan Fehmi Oztop,09/05/2024,16:00PM,18:00PM,General,Year3
8,PUBL,24130,807323,Print Media Production for PR.,91,LEB,KUW,13,P-1810,Humaid Jasim Humaid Alsuwaiji Alzaabi,12/05/2024,16:00PM,18:00PM,General,Year3
8,PUBL,23701,807323,Print Media Production for PR.,2,LEB,MAM,10,101373,Engy Mohamed El Sayed,12/05/2024,16:00PM,18:00PM,General,Year3
2,HISL,24569,203114,History of the Islamic City,51A,LEC,MAW,39,10710,Ameena Abdullah Al Khatri,05/05/2024,16:00PM,18:00PM,General,Year1
15,CENG,24396,1502170,Introduction to Cybersecurity,11,LEC,UOS,47,102048,Saddaf  Rubab,13/05/2024,16:00PM,18:00PM,General,Year1
11,PHPR,23707,1102240,Foundation of Pharmacology,76L,LAB,MDM,14,10851,Manal Mohammad Shihata AL Sharawy,14/05/2024,16:00PM,18:00PM,General,Year2
3,BUSP,24498,302170,Principles of Marketing,12,LEC,UOS,52,101773,Muhammad Turki Alshurideh,11/05/2024,16:00PM,18:00PM,General,Year1
7,FNAR,23670,700112,Art and Design Foundation II,11,LES,FAM,19,102151,Eman Hashem S Mohamed Alsayed A Alhashemi,07/05/2024,16:00PM,18:00PM,General,Year1
7,FNAR,23674,700112,Art and Design Foundation II,15,LES,FAM,17,202515,Moatasem  Obaid,07/05/2024,16:00PM,18:00PM,General,Year1
3,FNEC,22946,308151,Principles of Microeconomics,12V,LEC,UOS,61,101992,Ijaz-Ur-Rehman  Ali Zaman,14/05/2024,16:00PM,18:00PM,General,Year1
7,ADES,23645,703317,Narrative and Sequence II,12,LES,FAM,16,101933,Madiha  Jamil,07/05/2024,16:00PM,18:00PM,General,Year3
15,COSC,22833,1501100,Introduction to IT(English),77,LEB,MDM,36,102058,Muhammad Anwar Shahid,01/05/2024,16:00PM,18:00PM,General,Year1
6,PBLW,24116,602460,Internal Practical Training,101,TRA,DHM,11,101900,Mariam Ahmed Khalfan Alsandal,04/05/2024,16:00PM,18:00PM,General,Year4
6,PRLW,23976,601318,Intellectual Property,41,LEC,KUM,7,101160,Mohamed Morsi Abdou Mohamed,11/05/2024,16:00PM,18:00PM,General,Year3
4,ARCH,21969,404241,Thermal Sciences,12,LEC,UOS,48,101495,Mamdouh  El Haj Assad,06/05/2024,16:00PM,18:00PM,General,Year2
15,COSC,21830,1501113,Programming for Engineers,2,LEB,MAM,20,P-2877,Mohammad Rustom Alnasar,07/05/2024,16:00PM,18:00PM,General,Year1
4,ARCH,21945,404204,Surveying,12,LEB,UOS,19,101980,Samir Mohammed Osman Hassan Dirar,07/05/2024,16:00PM,18:00PM,General,Year2
15,COSC,21834,1501116,Programming I,2,LEB,MAM,33,P-3108,Muath Ibrahim Mohammad Jarrah,07/05/2024,16:00PM,18:00PM,General,Year1
11,PHPR,21883,1104422,Clinical Pharmacy I B,71,LEC,MDM,64,101427,Hamzah Tareq AL Zubaidi,14/05/2024,16:00PM,18:00PM,General,Year4
15,COSC,21837,1501116,Programming I,5,LEB,MAM,35,102122,Karam Mohamed Goda Mohamed Sallam,07/05/2024,16:00PM,18:00PM,General,Year1
3,FNEC,24441,308230,Financial Management,13,LEC,UOS,55,102034,MD  Mahfuzur Rahman,09/05/2024,16:00PM,18:00PM,General,Year2
15,COSC,24586,1501394,Junior Project in CS,20,PRJ,UOS,4,101511,Sohail  Abbas,14/05/2024,16:00PM,18:00PM,General,Year3
2,HISL,23292,203114,History of the Islamic City,11E,LEC,UOS,48,101697,Mesut  Idriz,05/05/2024,16:00PM,18:00PM,General,Year1
3,FNEC,20945,308151,Principles of Microeconomics,11,LEC,UOS,69,101992,Ijaz-Ur-Rehman  Ali Zaman,14/05/2024,16:00PM,18:00PM,General,Year1
2,SOCI,20824,204102,UAE Society,13A,LEC,UOS,174,101987,Fatma A. D. Algharbawi,29/04/2024,16:00PM,18:00PM,Uni_Requirement,Year1
2,SOCI,20809,204101,Intro. to Sociology,1,LEC,MAM,57,101987,Fatma A. D. Algharbawi,04/05/2024,16:00PM,18:00PM,General,Year1
14,APHY,20858,1430472,Instrum.and Control,11,LEC,UOS,9,102114,Mahmoud Rabie Abdel-Hafez,07/05/2024,16:00PM,18:00PM,General,Year4
1,FREL,20718,104419,Preaching and Oratory,51,LEC,MAW,15,P-2873,Abdul Lattif Hasan Abdul Lattif Ahmed Al-Ali,13/05/2024,16:00PM,18:00PM,General,Year4
6,PBLW,20906,602245,Legal Studies In English,1,LEC,MAM,17,101994,Jamal  Barafi,12/05/2024,16:00PM,18:00PM,General,Year2
15,CENG,20628,1502337,Microcontroller Based Dsgn Lab,11,LAB,UOS,17,101058,Mohamed Talal  Bonny,06/05/2024,08:30AM,10:30AM,General,Year3
14,BIOT,20561,1450421,Plant Biotechnology,14L,LAB,UOS,24,101165,Tasneem  Obaid,06/05/2024,08:30AM,10:30AM,General,Year4
1,JURF,20458,103223,Juri. of Marriage and Divorce,1,LEC,MAM,7,P-2873,Abdul Lattif Hasan Abdul Lattif Ahmed Al-Ali,29/04/2024,08:30AM,10:30AM,General,Year2
5,NURS,20491,503260,Fundamentals of Nursing,72,LEC,MDM,41,10750,Mini Sara  Abraham,08/05/2024,08:30AM,10:30AM,General,Year2
2,EDUC,20031,206211,Children’s Literature,51,LEC,MAW,55,102002,Sami Sulieman Hamed Alqatawneh,06/05/2024,08:30AM,10:30AM,General,Year2
3,BUSP,20699,302493,Pay and Salary Administration,11,LEC,UOS,37,101915,Salima  Hamouche,11/05/2024,08:30AM,10:30AM,General,Year4
2,INRE,20372,205200,Research Methods,11,LEC,UOS,52,101460,Abdelrahman Ahmed Abdelrahman,13/05/2024,08:30AM,10:30AM,General,Year2
2,INRE,20364,205387,Turkey in Intl. Relations,11,LEC,UOS,34,101865,Muhamed  Ali,08/05/2024,08:30AM,10:30AM,General,Year3
14,BIOT,20289,1450391,Scientific Writing and Pres.,11,LEC,UOS,35,101717,Abdullah  Almutery,14/05/2024,08:30AM,10:30AM,General,Year3
14,MATH,20254,1440151,Analytic Geometry,11Q,LEC,UOS,20,101630,Mostafa  Zahri,08/05/2024,08:30AM,10:30AM,General,Year1
14,MATH,20207,1440211,Linear Algebra I,51,LEC,MAW,41,10311,Ali Mohamed Jaballah,05/05/2024,08:30AM,10:30AM,General,Year2
14,BIOT,20405,1450311,Intro. to Forensic Sciences,12,LEC,UOS,51,10836,Ismail Moh d Khair Saadoun,13/05/2024,08:30AM,10:30AM,General,Year3
2,INRE,20428,205370,International Terrorism,11,LEC,UOS,20,101596,Shyamal  Kataria,09/05/2024,08:30AM,10:30AM,General,Year3
4,SREE,23267,406201,Fluid Mechanics,13,LEC,UOS,14,101928,Ali Mohammed Hassan Radwan,13/05/2024,08:30AM,10:30AM,General,Year2
7,FNAR,23683,700333,Research Methodology in A & D,13,LEC,FAM,20,101942,Luigi  De Giosa,14/05/2024,08:30AM,10:30AM,General,Year3
4,MECH,23821,408373,Polymers Engineering Lab,11,LAB,UOS,4,202857,Mohammed Mohammed Ali,08/05/2024,08:30AM,10:30AM,General,Year3
1,FREL,24625,104421,Recitation Mem. & Tajweed(3),2,OFH,MAM,1,101881,Mahmoud Batal Mohamed Ahmed,28/04/2024,08:30AM,10:30AM,General,Year4
11,MDCH,23490,1101360,Chem. Basis of Drug Action II,71,LEC,MDM,49,101375,Mohammed Ibrahim El-Gamal,08/05/2024,08:30AM,10:30AM,General,Year3
14,APHY,21347,1430107,Physics for Health Sci,71L,LAB,MDM,25,101108,Saja  Abdulhadi,12/05/2024,08:30AM,10:30AM,General,Year1
14,APHY,21268,1430107,Physics for Health Sci,13L,LAB,UOS,24,101108,Saja  Abdulhadi,12/05/2024,08:30AM,10:30AM,General,Year1
2,SOCI,24041,204305,Sociology of Work,101,LEC,DHM,43,101784,Raouf  Kaouache,09/05/2024,08:30AM,10:30AM,General,Year3
2,SOCI,24051,204493,Applied Sociology,101,LEC,DHM,25,101770,Mohamed  Sayed Ahmed Bayoumy,02/05/2024,08:30AM,10:30AM,General,Year4
14,APHY,23852,1430107,Physics for Health Sci,76,LEC,MDM,45,101508,Yassir Ahmed  Abdu,12/05/2024,08:30AM,10:30AM,General,Year1
2,IEP,21228,11112,Reading Skills,14,LEC,UOS,49,30146,Nahed  Mowaket,07/05/2024,08:30AM,10:30AM,General,Year1
14,APHY,24435,1430107,Physics for Health Sci,85L,LAB,UOS,20,10055,Omar Mohammed Adwan,12/05/2024,08:30AM,10:30AM,General,Year1
2,IEP,21261,11112,Reading Skills,17,LEC,UOS,35,10769,Asmaa Awad Ahmed,07/05/2024,08:30AM,10:30AM,General,Year1
2,IEP,21264,11112,Reading Skills,18,LEC,UOS,30,30146,Nahed  Mowaket,07/05/2024,08:30AM,10:30AM,General,Year1
8,PUBL,23625,807221,Intro. to Public Relations,12,LEC,UOS,50,10646,Khayrat Moawed Ayad,13/05/2024,08:30AM,10:30AM,General,Year2
8,PUBL,23631,807222,Effective Presentation &Speech,12,LEB,UOS,45,101145,Shareefa  Al-Marzooqi,09/05/2024,08:30AM,10:30AM,General,Year2
6,LAW,24046,605103,Intro. to Eng. Comm. law Sys.,11,LEC,UOS,40,101948,Mohammad Owais Farooqui,09/05/2024,08:30AM,10:30AM,General,Year1
